subject_id,label,ecg_mean_hr,ecg_sdnn,ecg_rmssd,ecg_pnn50,ecg_mean_rr,ecg_std_rr,eda_mean_scl,eda_std_scl,eda_mean_raw,eda_n_scr_peaks,eda_mean_scr_amp,resp_mean_rate,resp_std_rate,resp_mean_amp,resp_std_amp,temp_mean,temp_std,temp_delta,acc_mean,acc_std,acc_energy,acc_skew,acc_kurt,emg_mean_abs,emg_std,emg_rms,label_encoded,label_name
2,1,80.60441162180547,98.14670449352008,62.784881874073726,22.78481012658228,744.376130198915,97.52354451385946,5.038553692735626,0.28223742508411725,5.037457716114667,11,0.05117358792883519,,,,,29.167695999145508,0.06027085334062576,-0.025848388671875,0.9376914889945718,0.024249699078273918,0.8798533764382441,1.7000490176636525,38.317533461754,0.010281132933607733,0.014042404441449113,0.01404240444703861,0,baseline
2,1,75.75028857252788,96.06438975616366,65.59015471033392,32.0,792.0761904761906,95.42181137542822,4.590235870777358,0.22489848259172396,4.587710274604118,3,0.022325089547650057,,,,,29.064767837524414,0.1345243901014328,-0.255706787109375,0.9494583347121439,0.02279627058053436,0.9019907993067385,0.6513843886430867,46.97706382805373,0.006855242163797569,0.009531676671922647,0.009531676706349558,0,baseline
2,1,71.17782350804987,77.50979422271668,52.63143573199276,28.57142857142857,842.9591836734694,76.95416129386042,4.18882627561418,0.22755188697636936,4.1868728823745025,0,0.0,,,,,28.885604858398438,0.08129294216632843,-0.2711181640625,0.952890752756542,0.004522072104072424,0.9080212358250435,-0.16728978673331016,1.4994539407083192,0.005937355101184723,0.007693839972518887,0.007693839976847289,0,baseline
2,1,70.40132154309592,72.0937122720543,53.17048843424457,24.637681159420293,852.2567287784678,71.5693874060034,3.8386693808972527,0.17242836015924795,3.836760132697365,0,0.0,,,,,28.80853843688965,0.044000737369060516,-0.048736572265625,0.9524558144575241,0.00436140325203337,0.9071911003322722,-0.0901712546356216,1.221418944171595,0.006270259626641922,0.00805556027458229,0.00805556029721361,0,baseline
2,1,73.84795721507241,69.71382106235774,62.973187193123195,34.72222222222222,812.4801587301587,69.22800454387468,3.5463913604475628,0.15934970227089126,3.547487098700159,2,0.0710446792590361,,,,,28.79811668395996,0.037777192890644073,0.0172119140625,0.9512659234629092,0.007706895643726189,0.9049662533822043,-1.1391816960751233,10.966614560741302,0.0069032044306085805,0.009132585246891766,0.009132585266645071,0,baseline
2,1,75.19682142594363,69.49489050851362,59.806945652652416,34.24657534246575,797.9060665362036,69.01725673514721,3.315727413096142,0.11576669208894622,3.3141075543547243,1,0.13358874911771487,,,,,28.799755096435547,0.04796340689063072,-0.10888671875,0.9480003242518041,0.008669775816289483,0.8987797797942306,-0.7482724020802008,7.678502902660254,0.007288344281064667,0.009613428297604447,0.009613428309733517,0,baseline
2,1,73.25701370805287,60.071762064587794,54.214238659870404,35.2112676056338,819.0342052313883,59.64722132391032,3.083643552198378,0.15730171272856905,3.0828904283539993,3,0.016083791346066915,,,,,28.753807067871094,0.06352001428604126,-0.164703369140625,0.946508182495209,0.005856169450306072,0.8959120342510145,-1.5067917921551923,9.870787655016033,0.0070766435252238285,0.009167192091736815,0.009167192292506171,0,baseline
2,1,72.58830116112071,50.19058654799177,49.20327325621095,30.985915492957744,826.579476861167,49.835878311446095,2.8312259782764153,0.12983449035697592,2.8301879809699204,0,0.0,,,,,28.644094467163086,0.07742752879858017,-0.14739990234375,0.9474353389246164,0.004433282385414549,0.8976533754359114,-0.34040659067834095,1.8085004933396958,0.006888023438630688,0.008867978454717228,0.008867978486903922,0,baseline
2,1,72.99520219328306,59.5211044704882,51.09586257234203,25.352112676056336,821.9718309859156,59.100455351678036,2.6238893233134037,0.1059183400311785,2.6230189720039023,0,0.0,,,,,28.573871612548828,0.0417044460773468,-0.0357666015625,0.9480449678557095,0.004566843497698084,0.8988101171360655,-0.10496357613990606,3.3488536154093147,0.006858485511302338,0.008793127282143244,0.008793127429822616,0,baseline
2,1,71.99594389048504,75.81904167722288,59.972782942577815,38.028169014084504,833.3802816901409,75.28321134688403,2.4520202809658804,0.0897249736054222,2.45124845818724,0,0.0,,,,,28.57476234436035,0.04041987657546997,-0.002838134765625,0.9484972645113696,0.005162063702537209,0.8996737076872201,-0.1160209893061455,2.7344058522095542,0.006995824919532338,0.008991811333685654,0.008991811371762408,0,baseline
2,1,70.90602138435567,74.81937700669705,57.69585361713479,37.68115942028986,846.190476190476,74.27522886130802,2.307133592236904,0.07526092206393734,2.3065856307309964,0,0.0,,,,,28.532976150512695,0.061523206532001495,-0.151519775390625,0.9487808885002372,0.005166459339973869,0.9002118666854112,-0.15366575697080428,1.470241811103386,0.00682691426021689,0.008754681999825178,0.008754682037161456,0,baseline
2,1,72.1981454131661,62.540928987571846,51.472770123046054,32.3943661971831,831.0462776659961,62.09893808531574,2.18478278608807,0.06451771879604683,2.184175209268347,0,0.0,,,,,28.45792579650879,0.04881073534488678,-0.04144287109375,0.9491148001881627,0.004959737542509319,0.9008435029327068,-0.20101942005900852,1.2483056992080526,0.006737726440283315,0.008631374753793287,0.008631374812259887,0,baseline
